requirement_id,section,source_line,source_text,implementation_symbols,code_locations,acceptance,status
Q3-L0130,3.3,130,之所以要求至少 48 h，是因为 \(18{:}00\) 节点的 24 h 滚动窗口一直延伸到次日 \(18{:}00\)。因此任何节点都不得以附件 2 中尚未发生的真实负荷替代未来负荷预测。,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0132,3.3,132,"为了单独识别“新光伏预报”的经济价值，在当天 \(6{:}00,12{:}00,18{:}00\) 不重新训练或更新负荷预测，而保持当天 \(0{:}00\) 已生成的负荷预测不变。因此四个更新节点真正新增的信息只有：",data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0134,3.3,134,\[,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0135,3.3,135,\boxed{,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0136,3.3,136,\text{最新光伏预报},data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0137,3.3,137,+,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0138,3.3,138,\text{当前实际 SOC},data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0139,3.3,139,+,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0140,3.3,140,\text{已经实现的历史状态}.,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0141,3.3,141,},data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0142,3.3,142,\],data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0144,3.3,144,历史负荷预测误差则采用 rolling-origin / walk-forward 的样本外残差构造，保证“用于造场景的误差”本身也不含未来信息。,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0146,3.3,146,---,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0148,3.3,148,## 3.3.2 四个统一重规划节点,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0150,3.3,150,本文将,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0152,3.3,152,\[,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0153,3.3,153,"\mathcal K=\{0,6,12,18\}",data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0154,3.3,154,\],data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0156,3.3,156,定义为购电策略与储能反馈参数的统一重规划节点。,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0158,3.3,158,在节点 \(k\in\mathcal K\)：,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0160,3.3,160,1. 读取当前真实 SOC；,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0161,3.3,161,2. 使用当天 \(0{:}00\) 已生成且保持不变的负荷预测；,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0162,3.3,162,3. 使用附件 3 在时刻 \(k\) 发布的最新未来 24 h 光伏预报；,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0163,3.3,163,4. 构造与当前发布时间、预测提前量及当前预测量级相匹配的联合随机场景；,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0164,3.3,164,5. 重新优化未来 24 h 的购电策略与储能反馈参数。,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0166,3.3,166,节点之间不重新调用完整优化器，而由最近一次节点已经冻结的参数化反馈策略执行。由于附件 2 只给出 10 min 聚合实际数据，本文将节点间执行理解为**区间内因果实时反馈在 10 min 尺度上的聚合表示**，而不声称系统在每个 10 min 区间起点已经知道该区间完整平均净负荷。,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0168,3.3,168,因此本问采用两层时间尺度：,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0170,3.3,170,\[,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0171,3.3,171,\boxed{,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0172,3.3,172,\text{6 h 信息节点滚动重规划},data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0173,3.3,173,+,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0174,3.3,174,\text{区间内实时反馈的 10 min 聚合执行},data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0175,3.3,175,},data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0176,3.3,176,\],data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0178,3.3,178,其具体因果解释见第 3.20 节。,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0180,3.3,180,---,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0182,3.3,182,## 3.3.3 储能采用参数化因果反馈，避免“场景内上帝视角”,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0184,3.3,184,"若随机场景 \(s\) 一旦生成，就允许未来全部 \(c_{t,s},r_{t,s}\) 根据该场景完整未来轨迹自由优化，则相当于当前时刻提前知道未来整条真实路径，违反非前瞻性。因此本文不采用“完整场景揭示后的自由 recourse”。",data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0186,3.3,186,对每个滚动节点 \(k\)，优化器只预先确定未来各 10 min 时隙的充、放电响应上限,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L0188,3.3,188,\[,data.Inputs;terminal.TerminalValues;rolling.run_period,src/q3/data.py:15;src/q3/terminal.py:11;src/q3/rolling.py:187,test_future_poison_not_used_by_node;test_cold_start_no_future_or_soc_reset;test_terminal_causal_and_delta_stability,implemented; bounded-tests-only; full-numerical-evaluation-not-run
